1) 0.0	: 19.64969602801709
35158) 16354.33535157486	: 11.417538000559672
35159) 16354.800531634353	: 13.016069909358396
35160) 16355.265711693846	: 13.01143393554236
35161) 16355.730891753337	: 11.888747152452266
35162) 16356.19607181283	: 11.188119936378262
35163) 16356.661251872323	: 12.583728183740293
35164) 16357.126431931814	: 12.455065948162517
35165) 16357.591611991307	: 10.002884328585669
35166) 16358.0567920508	: 12.2316964166645
35167) 16358.521972110293	: 12.880622583133109
35168) 16358.987152169784	: 9.741283438047533
35169) 16359.452332229277	: 12.632875880458156
35170) 16359.91751228877	: 12.834071095977823
35171) 16360.382692348263	: 13.539422275500778
35172) 16360.847872407754	: 12.830556899213898
35173) 16361.313052467247	: 8.663302399290265
35174) 16361.77823252674	: 13.04886924885994
35175) 16362.243412586231	: 12.709059686919238
35176) 16362.708592645724	: 11.710317480687849
35177) 16363.173772705217	: 12.941597330104937
35178) 16363.63895276471	: 12.871591917192045
35179) 16364.1041328242	: 12.768445575258701
35180) 16364.569312883694	: 13.038488148331357
35181) 16365.034492943187	: 11.791032707277862
35182) 16365.499673002678	: 9.786050791211588
35183) 16365.96485306217	: 13.625198153576218
35184) 16366.430033121664	: 11.039390864093821
35185) 16366.895213181157	: 10.13385481913675
35186) 16367.360393240648	: 10.693159651336863
35187) 16367.82557330014	: 13.07709040882914
35188) 16368.290753359634	: 12.553925191705833
35189) 16368.755933419126	: 12.486794127970255
35190) 16369.221113478618	: 11.700187182225227
35191) 16369.68629353811	: 12.108936916676797
35192) 16370.151473597603	: 11.699722557738617
35193) 16370.616653657095	: 13.052937686324722
35194) 16371.081833716587	: 11.650351009517246
35195) 16371.54701377608	: 13.844938839589963
35196) 16372.012193835573	: 13.04884174822359
35197) 16372.477373895064	: 12.419603755140141
35198) 16372.942553954557	: 13.780278636146539
35199) 16373.40773401405	: 10.787963160818656
35200) 16373.872914073541	: 11.860475931467844
35201) 16374.338094133034	: 12.377485080281849
35202) 16374.803274192527	: 12.249893313403717
35203) 16375.26845425202	: 13.178359640444999
35204) 16375.733634311511	: 13.025352709500698
35205) 16376.198814371004	: 12.816492760204545
35206) 16376.663994430497	: 12.629849637325284
35207) 16377.129174489988	: 12.97797515714053
35208) 16377.594354549481	: 11.397471669895229
35209) 16378.059534608974	: 11.943203768795774
35210) 16378.524714668467	: 12.205680139172214
35211) 16378.989894727958	: 13.246006749915727
35212) 16379.455074787451	: 11.588622509668859
35213) 16379.920254846944	: 13.978576891228533
35214) 16380.385434906437	: 12.288857744889308
35215) 16380.850614965928	: 12.616004608696606
35216) 16381.31579502542	: 10.34923628575949
35217) 16381.780975084914	: 13.011934336454095
35218) 16382.246155144405	: 11.332347966794345
35219) 16382.711335203898	: 12.784985916081354
35220) 16383.17651526339	: 12.196575252618809
35221) 16383.641695322884	: 12.31630921679141
35222) 16384.106875382375	: 11.311270230057653
35223) 16384.57205544187	: 10.986082147765423
35224) 16385.03723550136	: 12.576852969381102
35225) 16385.50241556085	: 12.630413950691317
35226) 16385.967595620346	: 11.823280297569752
35227) 16386.432775679838	: 10.225742601307557
35228) 16386.89795573933	: 12.437400752292563
35229) 16387.363135798823	: 12.22067321214891
35230) 16387.828315858314	: 12.378075074737946
35231) 16388.293495917806	: 13.386545441926462
35232) 16388.7586759773	: 12.664934146209378
35233) 16389.22385603679	: 12.548069277493196
35234) 16389.689036096283	: 13.4051296660169
35235) 16390.154216155777	: 12.399451868575278
35236) 16390.61939621527	: 13.128439323485328
35237) 16391.084576274763	: 13.849694388011574
35238) 16391.549756334254	: 11.127209707631547
35239) 16392.014936393745	: 12.414110963202255
35240) 16392.48011645324	: 11.611625393703225
35241) 16392.94529651273	: 12.002097975274058
35242) 16393.410476572222	: 9.328245167806998
35243) 16393.875656631717	: 10.482509045527099
35244) 16394.340836691208	: 11.295780597291715
35245) 16394.8060167507	: 11.472962615783677
35246) 16395.271196810194	: 14.062367877762885
35247) 16395.736376869685	: 12.1893586285292
35248) 16396.20155692918	: 11.239833367261282
35249) 16396.66673698867	: 13.631687627104714
35250) 16397.131917048162	: 10.233086079264922
35251) 16397.597097107657	: 12.934481472836804
35252) 16398.062277167148	: 12.294392048883184
35253) 16398.52745722664	: 11.984375896787345
35254) 16398.992637286134	: 12.172398423644605
35255) 16399.457817345625	: 7.68442303994671
35256) 16399.922997405116	: 13.756522970772682
35257) 16400.38817746461	: 12.56895374493773
35258) 16400.8533575241	: 12.779892938780662
35259) 16401.318537583593	: 12.8236046641132
35260) 16401.783717643088	: 11.898529026859833
35261) 16402.24889770258	: 13.388079969209732
35262) 16402.714077762073	: 10.471065839419802
35263) 16403.179257821565	: 11.285218808450246
35264) 16403.644437881056	: 12.700859810996702
35265) 16404.10961794055	: 13.511329901311466
35266) 16404.57479800004	: 10.250006325870386
35267) 16405.039978059533	: 13.528609861043838
35268) 16405.505158119027	: 10.423404537131727
35269) 16405.97033817852	: 11.728960556143152
35270) 16406.43551823801	: 10.945974707954779
35271) 16406.900698297504	: 10.989586930310622
35272) 16407.365878356995	: 12.440392627482842
35273) 16407.83105841649	: 13.734470034878706
35274) 16408.29623847598	: 11.996978659947404
35275) 16408.761418535472	: 13.03807670569247
35276) 16409.226598594967	: 12.681723384163925
35277) 16409.691778654458	: 11.246542217568859
35278) 16410.15695871395	: 10.42651911583431
35279) 16410.622138773444	: 13.234247878750264
35280) 16411.087318832935	: 11.370847214741051
35281) 16411.552498892426	: 11.137926057416884
35282) 16412.01767895192	: 8.631747007159275
35283) 16412.482859011412	: 10.70736090369494
35284) 16412.948039070907	: 11.662879342777591
35285) 16413.413219130398	: 10.825100161648322
35286) 16413.87839918989	: 11.655564505323133
35287) 16414.343579249384	: 13.307708580619424
35288) 16414.808759308875	: 12.593663449601955
35289) 16415.273939368366	: 13.025270188488793
35290) 16415.73911942786	: 12.739442586492734
35291) 16416.20429948735	: 10.964371203667987
35292) 16416.669479546843	: 12.861562135874246
35293) 16417.134659606338	: 12.797091051316396
35294) 16417.59983966583	: 10.711223374358008
35295) 16418.06501972532	: 11.28334875049896
35296) 16418.530199784815	: 11.669801295668151
35297) 16418.995379844306	: 11.717126939887445
35298) 16419.4605599038	: 11.542549560765169
35299) 16419.92573996329	: 10.78021691814221
35300) 16420.390920022783	: 11.178988897293843
35301) 16420.856100082277	: 12.772390545254655
35302) 16421.32128014177	: 13.186847987085585
35303) 16421.78646020126	: 13.248739211992818
35304) 16422.251640260754	: 13.361991915800562
35305) 16422.716820320245	: 12.953577541129373
35306) 16423.182000379737	: 11.854328480705542
35307) 16423.64718043923	: 12.54834836393253
35308) 16424.112360498722	: 12.383724420511358
35309) 16424.577540558217	: 11.006475567854455
35310) 16425.04272061771	: 11.62602031833717
35311) 16425.5079006772	: 10.852976399932194
35312) 16425.973080736694	: 12.504283610399302
35313) 16426.438260796185	: 12.781986864773243
35314) 16426.903440855676	: 13.465439700636832
35315) 16427.36862091517	: 12.503390619256592
35316) 16427.833800974662	: 9.97634539687493
35317) 16428.298981034153	: 9.807152727645427
35318) 16428.764161093648	: 11.227763591815798
35319) 16429.22934115314	: 11.892328990800054
35320) 16429.69452121263	: 10.757102332052744
35321) 16430.159701272125	: 11.628935887901932
35322) 16430.624881331616	: 11.876731956973888
35323) 16431.09006139111	: 11.623406039408406
35324) 16431.555241450602	: 12.060889083198584
35325) 16432.020421510093	: 13.26669807982864
35326) 16432.485601569588	: 13.008286492781076
35327) 16432.95078162908	: 12.394944771329278
35328) 16433.41596168857	: 12.18438482933364
35329) 16433.881141748065	: 12.818826966528041
35330) 16434.346321807556	: 10.527410515186281
35331) 16434.811501867047	: 12.202268627283996
35332) 16435.27668192654	: 8.329553075685938
35333) 16435.741861986033	: 8.611126465033053
35334) 16436.207042045527	: 12.85672925645223
35335) 16436.67222210502	: 13.155998738321145
35336) 16437.13740216451	: 12.736330330968315
35337) 16437.602582224004	: 11.890483820449184
35338) 16438.067762283496	: 12.357141826372489
35339) 16438.532942342987	: 12.439929541459641
35340) 16438.99812240248	: 12.563444443720535
35341) 16439.463302461972	: 11.632784080683503
35342) 16439.928482521464	: 10.8146638511685
35343) 16440.39366258096	: 13.28104124460827
35344) 16440.85884264045	: 11.676910407662229
35345) 16441.324022699944	: 12.085781266098653
35346) 16441.789202759435	: 12.954316189059394
35347) 16442.254382818926	: 10.556260615887464
35348) 16442.71956287842	: 8.796667106596425
35349) 16443.184742937912	: 13.61955224553011
35350) 16443.649922997403	: 13.139673875580257
35351) 16444.115103056898	: 11.032885681133099
35352) 16444.58028311639	: 13.123130277407418
35353) 16445.04546317588	: 13.794654723806946
35354) 16445.510643235375	: 12.993099009911429
35355) 16445.975823294866	: 12.133827090976256
35356) 16446.441003354357	: 10.20575140893701
35357) 16446.906183413852	: 12.169736400234497
35358) 16447.371363473343	: 8.714166699342547
35359) 16447.836543532838	: 12.33498931758974
35360) 16448.30172359233	: 10.313775754087326
35361) 16448.76690365182	: 11.675041670583068
35362) 16449.232083711315	: 12.297577424091763
35363) 16449.697263770806	: 11.971447923708855
35364) 16450.162443830297	: 11.407295935115343
35365) 16450.62762388979	: 12.34257633192982
35366) 16451.092803949283	: 8.825640569295672
35367) 16451.557984008774	: 12.93651453429454
35368) 16452.02316406827	: 13.843064984597342
35369) 16452.48834412776	: 11.945992029770418
35370) 16452.953524187255	: 12.890045960681368
35371) 16453.418704246746	: 12.088355913705982
35372) 16453.883884306237	: 12.173387712995634
35373) 16454.34906436573	: 12.76844436938656
35374) 16454.814244425223	: 13.587745351081551
35375) 16455.279424484714	: 13.79333108547522
35376) 16455.74460454421	: 13.523404965988949
35377) 16456.2097846037	: 12.16168110219996
35378) 16456.67496466319	: 12.842679855944942
35379) 16457.140144722685	: 13.052145793124017
35380) 16457.605324782176	: 13.539835431756122
35381) 16458.070504841668	: 12.013089584797708
35382) 16458.535684901162	: 11.95330872711125
35383) 16459.000864960653	: 12.11557491712682
35384) 16459.466045020148	: 12.181564820637844
35385) 16459.93122507964	: 11.599784515290889
35386) 16460.39640513913	: 12.526303754812119
35387) 16460.861585198625	: 13.357891129930533
35388) 16461.326765258116	: 12.67156837150962
35389) 16461.791945317607	: 13.229405377123095
35390) 16462.257125377102	: 12.77155640296302
35391) 16462.722305436593	: 10.245481880192855
35392) 16463.187485496084	: 11.99156520122257
35393) 16463.65266555558	: 11.877330032983885
35394) 16464.11784561507	: 12.629675448544132
35395) 16464.583025674565	: 13.504034162708468
35396) 16465.048205734056	: 12.019280405642087
35397) 16465.513385793547	: 11.503619027813746
35398) 16465.97856585304	: 10.639620161932596
35399) 16466.443745912533	: 12.898478923112682
35400) 16466.908925972024	: 12.900576848595085
35401) 16467.37410603152	: 12.285910820675486
35402) 16467.83928609101	: 11.90200628379027
35403) 16468.3044661505	: 12.100738821481187
35404) 16468.769646209996	: 13.08603560607832
35405) 16469.234826269487	: 11.362830793399793
35406) 16469.70000632898	: 12.172301218321767
35407) 16470.165186388473	: 13.24785916724949
35408) 16470.630366447964	: 13.156833856395838
35409) 16471.09554650746	: 12.612370035903377
35410) 16471.56072656695	: 9.816528310404626
35411) 16472.02590662644	: 12.566741107550039
35412) 16472.491086685935	: 11.818474452977172
35413) 16472.956266745427	: 12.4013836630036
35414) 16473.421446804918	: 13.231341726582007
35415) 16473.886626864412	: 12.350785281882592
35416) 16474.351806923903	: 12.762798219075124
35417) 16474.816986983395	: 13.00291984232268
35418) 16475.28216704289	: 14.062419523725591
35419) 16475.74734710238	: 12.47526489141935
35420) 16476.212527161875	: 10.746808714483684
35421) 16476.677707221366	: 12.916596641336398
35422) 16477.142887280857	: 11.257303517595572
35423) 16477.608067340352	: 11.313469088574362
35424) 16478.073247399843	: 13.29982698116676
35425) 16478.538427459334	: 9.785413902933206
35426) 16479.00360751883	: 11.611789215849377
35427) 16479.46878757832	: 12.443973438871277
35428) 16479.93396763781	: 12.185640534192984
35429) 16480.399147697306	: 12.18863463216607
35430) 16480.864327756797	: 13.117323755464747
35431) 16481.329507816292	: 11.633234845620324
35432) 16481.794687875783	: 12.099376172708642
35433) 16482.259867935274	: 13.332914915527391
35434) 16482.72504799477	: 11.40430896727977
35435) 16483.19022805426	: 12.11280253938459
35436) 16483.65540811375	: 13.526868129137455
35437) 16484.120588173246	: 12.895115344572812
35438) 16484.585768232737	: 13.745655218128112
35439) 16485.050948292228	: 12.920221264829616
35440) 16485.516128351723	: 11.6717412944378
35441) 16485.981308411214	: 13.601922758612925
35442) 16486.446488470705	: 13.368365004013587
35443) 16486.9116685302	: 10.24244306551586
35444) 16487.37684858969	: 12.681936025731233
35445) 16487.842028649186	: 13.554808966297543
35446) 16488.307208708677	: 12.918406761569965
35447) 16488.772388768168	: 11.706187160731696
35448) 16489.237568827662	: 12.363107733289478
35449) 16489.702748887154	: 13.324088797397192
35450) 16490.167928946645	: 11.599997784373446
35451) 16490.63310900614	: 12.875121043589136
35452) 16491.09828906563	: 11.860967906541829
35453) 16491.56346912512	: 13.561725858205813
35454) 16492.028649184616	: 13.197189606255955
35455) 16492.493829244107	: 13.35609514822082
35456) 16492.959009303602	: 12.823892751919061
35457) 16493.424189363093	: 10.137885833982496
35458) 16493.889369422584	: 12.156369626627987
35459) 16494.35454948208	: 11.367493036224614
35460) 16494.81972954157	: 10.475703003621335
35461) 16495.28490960106	: 13.015992016871461
35462) 16495.750089660556	: 10.920945961181634
35463) 16496.215269720047	: 8.974302590834371
35464) 16496.68044977954	: 11.057776975196358
35465) 16497.145629839033	: 12.897231783075842
35466) 16497.610809898524	: 12.392151103292479
35467) 16498.07598995802	: 11.182760105479582
35468) 16498.54117001751	: 11.681340147080208
35469) 16499.006350077	: 13.574354536815088
35470) 16499.471530136496	: 12.325705364985552
35471) 16499.936710195987	: 8.631431433602955
35472) 16500.401890255478	: 12.047492364346256
35473) 16500.867070314973	: 10.747604538708488
35474) 16501.332250374464	: 12.907585953517863
35475) 16501.797430433955	: 11.524555629176426
35476) 16502.26261049345	: 11.899751196461155
35477) 16502.72779055294	: 8.328431553975703
35478) 16503.192970612432	: 10.87624554586344
35479) 16503.658150671927	: 10.409483370168978
35480) 16504.123330731418	: 13.331110599727102
35481) 16504.588510790913	: 12.91185439570375
35482) 16505.053690850404	: 8.915971659545455
35483) 16505.518870909895	: 11.55032315238316
35484) 16505.98405096939	: 12.274757007049734
35485) 16506.44923102888	: 13.12011765261541
35486) 16506.91441108837	: 12.479525134637875
35487) 16507.379591147866	: 13.376744615204737
35488) 16507.844771207358	: 11.604740130230587
35489) 16508.30995126685	: 13.750735758978033
35490) 16508.775131326343	: 11.78234854480463
